sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment
G7.CTRL.WYC42.1.Com	CTRLRep1Com7	7	CTRL	1	no	WYC42	WythamWoods	4M
G8.CTRL.WYM25.1.Com	CTRLRep1Com8	8	CTRL	1	no	WYM25	WythamWoods	4M
H1.CTRL.AE103.2.Com	CTRLRep2Com1	1	CTRL	2	no	AE103	AshridgeEstate	4M
H2.CTRL.BB22.2.Com	CTRLRep2Com2	2	CTRL	2	no	BB22	BurhamBeeches	4M
H3.CTRL.SP02.2.Com	CTRLRep2Com3	3	CTRL	2	no	SP02	SilwoodPark	4M
H4.CTRL.SP03.2.Com	CTRLRep2Com4	4	CTRL	2	no	SP03	SilwoodPark	4M
H5.CTRL.SP04.2.Com	CTRLRep2Com5	5	CTRL	2	no	SP04	SilwoodPark	4M
H6.CTRL.WYC41.2.Com	CTRLRep2Com6	6	CTRL	2	no	WYC41	WythamWoods	4M
H7.CTRL.WYC42.2.Com	CTRLRep2Com7	7	CTRL	2	no	WYC42	WythamWoods	4M
H8.CTRL.WYM25.2.Com	CTRLRep2Com8	8	CTRL	2	no	WYM25	WythamWoods	4M
A9.Riz1.BB66.1.Com	NA	9	Rhizobium.1	1	Yes	BB66	BurhamBeeches	4M
A10.Mix.AE103.1.Bag	NA	1	StrainMix	1	Yes	AE103	AshridgeEstate	4M
A11.Mix.SP04.1.Bag	NA	5	StrainMix	1	Yes	SP04	SilwoodPark	4M
A12.Mix.BB66.1.Bag	NA	9	StrainMix	1	Yes	BB66	BurhamBeeches	4M
B9.Riz1.BB66.2.Com	NA	9	Rhizobium.1	2	Yes	BB66	BurhamBeeches	4M
B10.Mix.AE103.2.Bag	NA	1	StrainMix	2	Yes	AE103	AshridgeEstate	4M
B11.Mix.SP04.2.Bag	NA	5	StrainMix	2	Yes	SP04	SilwoodPark	4M
B12.Mix.BB66.2.Bag	NA	9	StrainMix	2	Yes	BB66	BurhamBeeches	4M
C9.Nov2.BB66.1.Com	NA	9	Novosphingobium.2	1	Yes	BB66	BurhamBeeches	4M
C10.Mix.BB22.1.Bag	NA	9	StrainMix	1	Yes	BB22	BurhamBeeches	4M
C11.Mix.WYC41.1.Bag	NA	6	StrainMix	1	Yes	WYC41	WythamWoods	4M
C12.AE103.02.Iso	NA	1	Isolate	1	Yes	AE103	AshridgeEstate	4M
D9.Nov2.BB66.2.Com	NA	9	Novosphingobium.2	2	Yes	BB66	BurhamBeeches	4M
D10.Mix.BB22.2.Bag	NA	2	StrainMix	2	Yes	BB22	BurhamBeeches	4M
D11.Mix.WYC41.2.Bag	NA	6	StrainMix	2	Yes	WYC41	WythamWoods	4M
D12.BB22.01.Iso	NA	2	Isolate	2	Yes	BB22	BurhamBeeches	4M
E9.IsoMix.BB66.1.Com	NA	9	Community	1	Yes	BB66	BurhamBeeches	4M
E10.Mix.SP02.1.Bag	NA	3	StrainMix	1	Yes	SP02	SilwoodPark	4M
E11.Mix.WYC42.1.Bag	NA	7	StrainMix	1	Yes	WYC42	WythamWoods	4M
E12.MQ.CTRL.1.NA	NA	NA	Water	1	Yes	CTRL	NA	4M
F9.NIsoMix.BB66.2.Com	NA	9	Community	2	Yes	BB66	BurhamBeeches	4M
F10.Mix.SP02.2.Bag	NA	2	StrainMix	2	Yes	SP02	SilwoodPark	4M
F11.Mix.WYC42.2.Bag	NA	7	StrainMix	2	Yes	WYC42	WythamWoods	4M
F12.MQ.CTRL.2.NA	NA	NS	Water	2	Yes	CTRL	NA	4M
G9.CTRL.BB66.1.Com	NA	9	Water	1	Yes	BB66	BurhamBeeches	4M
G10.Mix.SP03.1.Bag	NA	4	Community	1	Yes	SP03	SilwoodPark	4M
G11.Mix.WYM25.1.Bag	NA	8	StrainMix	1	Yes	WYM25	WythamWoods	4M
G12.PCR.CTRL.1.NA	NA	NA	Water	1	Yes	CTRL	NA	4M
H9.CTRL.BB66.2.Com	NA	9	Community	2	Yes	BB66	BurhamBeeches	4M
H10.Mix.SP03.2.Bag	NA	4	StrainMix	2	Yes	SP03	SilwoodPark	4M
H11.Mix.WYM25.2.Bag	NA	8	StrainMix	2	Yes	WYM25	WythamWoods	4M
H12.PCR.CTRL.2.NA	NA	NA	Water	2	Yes	CTRL	NA	4M
AE05.1	NA	NA	NA	1	NA	AE05	AshridgeEstate	7D_rep1
AE05.2	NA	NA	NA	2	NA	AE05	AshridgeEstate	7D_rep2
AE05.3	NA	NA	NA	3	NA	AE05	AshridgeEstate	7D_rep3
AE05.4	NA	NA	NA	4	NA	AE05	AshridgeEstate	7D_rep4
AE100.1	NA	NA	NA	1	NA	AE100	AshridgeEstate	7D_rep1
AE100.2	NA	NA	NA	2	NA	AE100	AshridgeEstate	7D_rep2
AE100.3	NA	NA	NA	3	NA	AE100	AshridgeEstate	7D_rep3
AE100.4	NA	NA	NA	4	NA	AE100	AshridgeEstate	7D_rep4
AE101.1	NA	NA	NA	1	NA	AE101	AshridgeEstate	7D_rep1
AE101.2	NA	NA	NA	2	NA	AE101	AshridgeEstate	7D_rep2
AE101.3	NA	NA	NA	3	NA	AE101	AshridgeEstate	7D_rep3
AE101.4	NA	NA	NA	4	NA	AE101	AshridgeEstate	7D_rep4
AE103.1	NA	NA	NA	1	NA	AE103	AshridgeEstate	7D_rep1
AE103.2	NA	NA	NA	2	NA	AE103	AshridgeEstate	7D_rep2
AE103.3	NA	NA	NA	3	NA	AE103	AshridgeEstate	7D_rep3
AE103.4	NA	NA	NA	4	NA	AE103	AshridgeEstate	7D_rep4
AE107.1	NA	NA	NA	1	NA	AE107	AshridgeEstate	7D_rep1
AE107.2	NA	NA	NA	2	NA	AE107	AshridgeEstate	7D_rep2
AE107.3	NA	NA	NA	3	NA	AE107	AshridgeEstate	7D_rep3
AE107.4	NA	NA	NA	4	NA	AE107	AshridgeEstate	7D_rep4
AE110.1	NA	NA	NA	1	NA	AE110	AshridgeEstate	7D_rep1
AE110.2	NA	NA	NA	2	NA	AE110	AshridgeEstate	7D_rep2
AE110.3	NA	NA	NA	3	NA	AE110	AshridgeEstate	7D_rep3
AE110.4	NA	NA	NA	4	NA	AE110	AshridgeEstate	7D_rep4
AE116.1	NA	NA	NA	1	NA	AE116	AshridgeEstate	7D_rep1
AE116.2	NA	NA	NA	2	NA	AE116	AshridgeEstate	7D_rep2
AE116.3	NA	NA	NA	3	NA	AE116	AshridgeEstate	7D_rep3
AE116.4	NA	NA	NA	4	NA	AE116	AshridgeEstate	7D_rep4
AE12.1	NA	NA	NA	1	NA	AE12	AshridgeEstate	7D_rep1
AE12.2	NA	NA	NA	2	NA	AE12	AshridgeEstate	7D_rep2
AE12.3	NA	NA	NA	3	NA	AE12	AshridgeEstate	7D_rep3
AE12.4	NA	NA	NA	4	NA	AE12	AshridgeEstate	7D_rep4
AE121.1	NA	NA	NA	1	NA	AE121	AshridgeEstate	7D_rep1
AE121.2	NA	NA	NA	2	NA	AE121	AshridgeEstate	7D_rep2
AE121.3	NA	NA	NA	3	NA	AE121	AshridgeEstate	7D_rep3
AE121.4	NA	NA	NA	4	NA	AE121	AshridgeEstate	7D_rep4
AE126.1	NA	NA	NA	1	NA	AE126	AshridgeEstate	7D_rep1
AE126.2	NA	NA	NA	2	NA	AE126	AshridgeEstate	7D_rep2
AE126.3	NA	NA	NA	3	NA	AE126	AshridgeEstate	7D_rep3
AE126.4	NA	NA	NA	4	NA	AE126	AshridgeEstate	7D_rep4
AE148.1	NA	NA	NA	1	NA	AE148	AshridgeEstate	7D_rep1
AE148.2	NA	NA	NA	2	NA	AE148	AshridgeEstate	7D_rep2
AE155.1	NA	NA	NA	1	NA	AE155	AshridgeEstate	7D_rep1
AE155.2	NA	NA	NA	2	NA	AE155	AshridgeEstate	7D_rep2
AE155.3	NA	NA	NA	3	NA	AE155	AshridgeEstate	7D_rep3
AE155.4	NA	NA	NA	4	NA	AE155	AshridgeEstate	7D_rep4
AE172.1	NA	NA	NA	1	NA	AE172	AshridgeEstate	7D_rep1
AE172.2	NA	NA	NA	2	NA	AE172	AshridgeEstate	7D_rep2
AE172.3	NA	NA	NA	3	NA	AE172	AshridgeEstate	7D_rep3
AE172.4	NA	NA	NA	4	NA	AE172	AshridgeEstate	7D_rep4
AE198.3	NA	NA	NA	3	NA	AE198	AshridgeEstate	7D_rep3
AE198.4	NA	NA	NA	4	NA	AE198	AshridgeEstate	7D_rep4
AE22.1	NA	NA	NA	1	NA	AE22	AshridgeEstate	7D_rep1
AE22.2	NA	NA	NA	2	NA	AE22	AshridgeEstate	7D_rep2
AE22.3	NA	NA	NA	3	NA	AE22	AshridgeEstate	7D_rep3
AE22.4	NA	NA	NA	4	NA	AE22	AshridgeEstate	7D_rep4
AE23.1	NA	NA	NA	1	NA	AE23	AshridgeEstate	7D_rep1
AE23.2	NA	NA	NA	2	NA	AE23	AshridgeEstate	7D_rep2
AE23.3	NA	NA	NA	3	NA	AE23	AshridgeEstate	7D_rep3
AE23.4	NA	NA	NA	4	NA	AE23	AshridgeEstate	7D_rep4
AE26.1	NA	NA	NA	1	NA	AE26	AshridgeEstate	7D_rep1
AE26.2	NA	NA	NA	2	NA	AE26	AshridgeEstate	7D_rep2
AE26.3	NA	NA	NA	3	NA	AE26	AshridgeEstate	7D_rep3
AE26.4	NA	NA	NA	4	NA	AE26	AshridgeEstate	7D_rep4
AE27.1	NA	NA	NA	1	NA	AE27	AshridgeEstate	7D_rep1
AE27.2	NA	NA	NA	2	NA	AE27	AshridgeEstate	7D_rep2
AE27.3	NA	NA	NA	3	NA	AE27	AshridgeEstate	7D_rep3
AE27.4	NA	NA	NA	4	NA	AE27	AshridgeEstate	7D_rep4
AE50.1	NA	NA	NA	1	NA	AE50	AshridgeEstate	7D_rep1
AE50.2	NA	NA	NA	2	NA	AE50	AshridgeEstate	7D_rep2
AE50.3	NA	NA	NA	3	NA	AE50	AshridgeEstate	7D_rep3
AE50.4	NA	NA	NA	4	NA	AE50	AshridgeEstate	7D_rep4
AE52.1	NA	NA	NA	1	NA	AE52	AshridgeEstate	7D_rep1
AE52.2	NA	NA	NA	2	NA	AE52	AshridgeEstate	7D_rep2
AE52.3	NA	NA	NA	3	NA	AE52	AshridgeEstate	7D_rep3
AE52.4	NA	NA	NA	4	NA	AE52	AshridgeEstate	7D_rep4
AE75.1	NA	NA	NA	1	NA	AE75	AshridgeEstate	7D_rep1
AE75.2	NA	NA	NA	2	NA	AE75	AshridgeEstate	7D_rep2
AE75.3	NA	NA	NA	3	NA	AE75	AshridgeEstate	7D_rep3
AE75.4	NA	NA	NA	4	NA	AE75	AshridgeEstate	7D_rep4
AE95.1	NA	NA	NA	1	NA	AE95	AshridgeEstate	7D_rep1
AE95.2	NA	NA	NA	2	NA	AE95	AshridgeEstate	7D_rep2
AE95.3	NA	NA	NA	3	NA	AE95	AshridgeEstate	7D_rep3
AE95.4	NA	NA	NA	4	NA	AE95	AshridgeEstate	7D_rep4
AE97.1	NA	NA	NA	1	NA	AE97	AshridgeEstate	7D_rep1
AE97.2	NA	NA	NA	2	NA	AE97	AshridgeEstate	7D_rep2
AE97.3	NA	NA	NA	3	NA	AE97	AshridgeEstate	7D_rep3
AE97.4	NA	NA	NA	4	NA	AE97	AshridgeEstate	7D_rep4
AE98.1	NA	NA	NA	1	NA	AE98	AshridgeEstate	7D_rep1
AE98.2	NA	NA	NA	2	NA	AE98	AshridgeEstate	7D_rep2
AE98.3	NA	NA	NA	3	NA	AE98	AshridgeEstate	7D_rep3
AE98.4	NA	NA	NA	4	NA	AE98	AshridgeEstate	7D_rep4
BB01.1	NA	NA	NA	1	NA	BB01	BurhamBeeches	7D_rep1
BB01.2	NA	NA	NA	2	NA	BB01	BurhamBeeches	7D_rep2
BB01.3	NA	NA	NA	3	NA	BB01	BurhamBeeches	7D_rep3
BB01.4	NA	NA	NA	4	NA	BB01	BurhamBeeches	7D_rep4
BB02.1	NA	NA	NA	1	NA	BB02	BurhamBeeches	7D_rep1
BB02.2	NA	NA	NA	2	NA	BB02	BurhamBeeches	7D_rep2
BB02.3	NA	NA	NA	3	NA	BB02	BurhamBeeches	7D_rep3
BB02.4	NA	NA	NA	4	NA	BB02	BurhamBeeches	7D_rep4
BB03.1	NA	NA	NA	1	NA	BB03	BurhamBeeches	7D_rep1
BB03.2	NA	NA	NA	2	NA	BB03	BurhamBeeches	7D_rep2
BB03.3	NA	NA	NA	3	NA	BB03	BurhamBeeches	7D_rep3
BB03.4	NA	NA	NA	4	NA	BB03	BurhamBeeches	7D_rep4
BB04.1	NA	NA	NA	1	NA	BB04	BurhamBeeches	7D_rep1
BB04.2	NA	NA	NA	2	NA	BB04	BurhamBeeches	7D_rep2
BB04.3	NA	NA	NA	3	NA	BB04	BurhamBeeches	7D_rep3
BB04.4	NA	NA	NA	4	NA	BB04	BurhamBeeches	7D_rep4
BB05.1	NA	NA	NA	1	NA	BB05	BurhamBeeches	7D_rep1
BB05.2	NA	NA	NA	2	NA	BB05	BurhamBeeches	7D_rep2
BB05.3	NA	NA	NA	3	NA	BB05	BurhamBeeches	7D_rep3
BB05.4	NA	NA	NA	4	NA	BB05	BurhamBeeches	7D_rep4
BB06.1	NA	NA	NA	1	NA	BB06	BurhamBeeches	7D_rep1
BB06.2	NA	NA	NA	2	NA	BB06	BurhamBeeches	7D_rep2
BB06.3	NA	NA	NA	3	NA	BB06	BurhamBeeches	7D_rep3
BB06.4	NA	NA	NA	4	NA	BB06	BurhamBeeches	7D_rep4
BB07.1	NA	NA	NA	1	NA	BB07	BurhamBeeches	7D_rep1
BB07.2	NA	NA	NA	2	NA	BB07	BurhamBeeches	7D_rep2
BB07.3	NA	NA	NA	3	NA	BB07	BurhamBeeches	7D_rep3
BB07.4	NA	NA	NA	4	NA	BB07	BurhamBeeches	7D_rep4
BB08.1	NA	NA	NA	1	NA	BB08	BurhamBeeches	7D_rep1
BB08.2	NA	NA	NA	2	NA	BB08	BurhamBeeches	7D_rep2
BB08.3	NA	NA	NA	3	NA	BB08	BurhamBeeches	7D_rep3
BB08.4	NA	NA	NA	4	NA	BB08	BurhamBeeches	7D_rep4
BB09.1	NA	NA	NA	1	NA	BB09	BurhamBeeches	7D_rep1
BB09.2	NA	NA	NA	2	NA	BB09	BurhamBeeches	7D_rep2
BB09.3	NA	NA	NA	3	NA	BB09	BurhamBeeches	7D_rep3
BB09.4	NA	NA	NA	4	NA	BB09	BurhamBeeches	7D_rep4
BB10.1	NA	NA	NA	1	NA	BB10	BurhamBeeches	7D_rep1
BB10.2	NA	NA	NA	2	NA	BB10	BurhamBeeches	7D_rep2
BB10.3	NA	NA	NA	3	NA	BB10	BurhamBeeches	7D_rep3
BB10.4	NA	NA	NA	4	NA	BB10	BurhamBeeches	7D_rep4
BB100.1	NA	NA	NA	1	NA	BB100	BurhamBeeches	7D_rep1
BB100.2	NA	NA	NA	2	NA	BB100	BurhamBeeches	7D_rep2
BB100.3	NA	NA	NA	3	NA	BB100	BurhamBeeches	7D_rep3
BB100.4	NA	NA	NA	4	NA	BB100	BurhamBeeches	7D_rep4
BB11.1	NA	NA	NA	1	NA	BB11	BurhamBeeches	7D_rep1
BB11.2	NA	NA	NA	2	NA	BB11	BurhamBeeches	7D_rep2
BB11.3	NA	NA	NA	3	NA	BB11	BurhamBeeches	7D_rep3
BB11.4	NA	NA	NA	4	NA	BB11	BurhamBeeches	7D_rep4
BB12.1	NA	NA	NA	1	NA	BB12	BurhamBeeches	7D_rep1
BB12.2	NA	NA	NA	2	NA	BB12	BurhamBeeches	7D_rep2
BB12.3	NA	NA	NA	3	NA	BB12	BurhamBeeches	7D_rep3
BB12.4	NA	NA	NA	4	NA	BB12	BurhamBeeches	7D_rep4
BB13.1	NA	NA	NA	1	NA	BB13	BurhamBeeches	7D_rep1
BB13.2	NA	NA	NA	2	NA	BB13	BurhamBeeches	7D_rep2
BB13.3	NA	NA	NA	3	NA	BB13	BurhamBeeches	7D_rep3
BB13.4	NA	NA	NA	4	NA	BB13	BurhamBeeches	7D_rep4
BB14.1	NA	NA	NA	1	NA	BB14	BurhamBeeches	7D_rep1
BB14.2	NA	NA	NA	2	NA	BB14	BurhamBeeches	7D_rep2
BB14.3	NA	NA	NA	3	NA	BB14	BurhamBeeches	7D_rep3
BB14.4	NA	NA	NA	4	NA	BB14	BurhamBeeches	7D_rep4
BB15.1	NA	NA	NA	1	NA	BB15	BurhamBeeches	7D_rep1
BB15.2	NA	NA	NA	2	NA	BB15	BurhamBeeches	7D_rep2
BB15.3	NA	NA	NA	3	NA	BB15	BurhamBeeches	7D_rep3
BB15.4	NA	NA	NA	4	NA	BB15	BurhamBeeches	7D_rep4
BB16.1	NA	NA	NA	1	NA	BB16	BurhamBeeches	7D_rep1
BB16.2	NA	NA	NA	2	NA	BB16	BurhamBeeches	7D_rep2
BB16.3	NA	NA	NA	3	NA	BB16	BurhamBeeches	7D_rep3
BB16.4	NA	NA	NA	4	NA	BB16	BurhamBeeches	7D_rep4
BB17.1	NA	NA	NA	1	NA	BB17	BurhamBeeches	7D_rep1
BB17.2	NA	NA	NA	2	NA	BB17	BurhamBeeches	7D_rep2
BB17.3	NA	NA	NA	3	NA	BB17	BurhamBeeches	7D_rep3
BB17.4	NA	NA	NA	4	NA	BB17	BurhamBeeches	7D_rep4
BB18.1	NA	NA	NA	1	NA	BB18	BurhamBeeches	7D_rep1
BB18.2	NA	NA	NA	2	NA	BB18	BurhamBeeches	7D_rep2
BB18.3	NA	NA	NA	3	NA	BB18	BurhamBeeches	7D_rep3
BB18.4	NA	NA	NA	4	NA	BB18	BurhamBeeches	7D_rep4
BB19.1	NA	NA	NA	1	NA	BB19	BurhamBeeches	7D_rep1
BB19.2	NA	NA	NA	2	NA	BB19	BurhamBeeches	7D_rep2
BB19.3	NA	NA	NA	3	NA	BB19	BurhamBeeches	7D_rep3
BB19.4	NA	NA	NA	4	NA	BB19	BurhamBeeches	7D_rep4
BB20.1	NA	NA	NA	1	NA	BB20	BurhamBeeches	7D_rep1
BB20.2	NA	NA	NA	2	NA	BB20	BurhamBeeches	7D_rep2
BB20.3	NA	NA	NA	3	NA	BB20	BurhamBeeches	7D_rep3
BB20.4	NA	NA	NA	4	NA	BB20	BurhamBeeches	7D_rep4
BB21.1	NA	NA	NA	1	NA	BB21	BurhamBeeches	7D_rep1
BB21.2	NA	NA	NA	2	NA	BB21	BurhamBeeches	7D_rep2
BB21.3	NA	NA	NA	3	NA	BB21	BurhamBeeches	7D_rep3
BB21.4	NA	NA	NA	4	NA	BB21	BurhamBeeches	7D_rep4
BB22.1	NA	NA	NA	1	NA	BB22	BurhamBeeches	7D_rep1
BB22.2	NA	NA	NA	2	NA	BB22	BurhamBeeches	7D_rep2
BB22.3	NA	NA	NA	3	NA	BB22	BurhamBeeches	7D_rep3
BB22.4	NA	NA	NA	4	NA	BB22	BurhamBeeches	7D_rep4
BB23.1	NA	NA	NA	1	NA	BB23	BurhamBeeches	7D_rep1
BB23.2	NA	NA	NA	2	NA	BB23	BurhamBeeches	7D_rep2
BB23.3	NA	NA	NA	3	NA	BB23	BurhamBeeches	7D_rep3
BB23.4	NA	NA	NA	4	NA	BB23	BurhamBeeches	7D_rep4
BB24.1	NA	NA	NA	1	NA	BB24	BurhamBeeches	7D_rep1
BB24.2	NA	NA	NA	2	NA	BB24	BurhamBeeches	7D_rep2
BB24.3	NA	NA	NA	3	NA	BB24	BurhamBeeches	7D_rep3
BB24.4	NA	NA	NA	4	NA	BB24	BurhamBeeches	7D_rep4
BB25.1	NA	NA	NA	1	NA	BB25	BurhamBeeches	7D_rep1
BB25.2	NA	NA	NA	2	NA	BB25	BurhamBeeches	7D_rep2
BB25.3	NA	NA	NA	3	NA	BB25	BurhamBeeches	7D_rep3
BB25.4	NA	NA	NA	4	NA	BB25	BurhamBeeches	7D_rep4
BB26.1	NA	NA	NA	1	NA	BB26	BurhamBeeches	7D_rep1
BB26.2	NA	NA	NA	2	NA	BB26	BurhamBeeches	7D_rep2
BB26.3	NA	NA	NA	3	NA	BB26	BurhamBeeches	7D_rep3
BB26.4	NA	NA	NA	4	NA	BB26	BurhamBeeches	7D_rep4
BB27.1	NA	NA	NA	1	NA	BB27	BurhamBeeches	7D_rep1
BB27.2	NA	NA	NA	2	NA	BB27	BurhamBeeches	7D_rep2
BB27.3	NA	NA	NA	3	NA	BB27	BurhamBeeches	7D_rep3
BB27.4	NA	NA	NA	4	NA	BB27	BurhamBeeches	7D_rep4
BB28.1	NA	NA	NA	1	NA	BB28	BurhamBeeches	7D_rep1
BB28.2	NA	NA	NA	2	NA	BB28	BurhamBeeches	7D_rep2
BB28.3	NA	NA	NA	3	NA	BB28	BurhamBeeches	7D_rep3
BB28.4	NA	NA	NA	4	NA	BB28	BurhamBeeches	7D_rep4
BB29.1	NA	NA	NA	1	NA	BB29	BurhamBeeches	7D_rep1
BB29.2	NA	NA	NA	2	NA	BB29	BurhamBeeches	7D_rep2
BB29.3	NA	NA	NA	3	NA	BB29	BurhamBeeches	7D_rep3
BB29.4	NA	NA	NA	4	NA	BB29	BurhamBeeches	7D_rep4
BB30.1	NA	NA	NA	1	NA	BB30	BurhamBeeches	7D_rep1
BB30.2	NA	NA	NA	2	NA	BB30	BurhamBeeches	7D_rep2
BB30.3	NA	NA	NA	3	NA	BB30	BurhamBeeches	7D_rep3
BB30.4	NA	NA	NA	4	NA	BB30	BurhamBeeches	7D_rep4
BB31.1	NA	NA	NA	1	NA	BB31	BurhamBeeches	7D_rep1
BB31.2	NA	NA	NA	2	NA	BB31	BurhamBeeches	7D_rep2
BB31.3	NA	NA	NA	3	NA	BB31	BurhamBeeches	7D_rep3
BB31.4	NA	NA	NA	4	NA	BB31	BurhamBeeches	7D_rep4
BB32.1	NA	NA	NA	1	NA	BB32	BurhamBeeches	7D_rep1
BB32.2	NA	NA	NA	2	NA	BB32	BurhamBeeches	7D_rep2
BB32.3	NA	NA	NA	3	NA	BB32	BurhamBeeches	7D_rep3
BB32.4	NA	NA	NA	4	NA	BB32	BurhamBeeches	7D_rep4
BB35.1	NA	NA	NA	1	NA	BB35	BurhamBeeches	7D_rep1
BB35.2	NA	NA	NA	2	NA	BB35	BurhamBeeches	7D_rep2
BB35.3	NA	NA	NA	3	NA	BB35	BurhamBeeches	7D_rep3
BB35.4	NA	NA	NA	4	NA	BB35	BurhamBeeches	7D_rep4
BB40.1	NA	NA	NA	1	NA	BB40	BurhamBeeches	7D_rep1
BB40.2	NA	NA	NA	2	NA	BB40	BurhamBeeches	7D_rep2
BB40.3	NA	NA	NA	3	NA	BB40	BurhamBeeches	7D_rep3
BB40.4	NA	NA	NA	4	NA	BB40	BurhamBeeches	7D_rep4
BB42.1	NA	NA	NA	1	NA	BB42	BurhamBeeches	7D_rep1
BB42.2	NA	NA	NA	2	NA	BB42	BurhamBeeches	7D_rep2
BB42.3	NA	NA	NA	3	NA	BB42	BurhamBeeches	7D_rep3
BB42.4	NA	NA	NA	4	NA	BB42	BurhamBeeches	7D_rep4
BB52.1	NA	NA	NA	1	NA	BB52	BurhamBeeches	7D_rep1
BB52.2	NA	NA	NA	2	NA	BB52	BurhamBeeches	7D_rep2
BB52.3	NA	NA	NA	3	NA	BB52	BurhamBeeches	7D_rep3
BB52.4	NA	NA	NA	4	NA	BB52	BurhamBeeches	7D_rep4
BB57.1	NA	NA	NA	1	NA	BB57	BurhamBeeches	7D_rep1
BB57.2	NA	NA	NA	2	NA	BB57	BurhamBeeches	7D_rep2
BB57.3	NA	NA	NA	3	NA	BB57	BurhamBeeches	7D_rep3
BB57.4	NA	NA	NA	4	NA	BB57	BurhamBeeches	7D_rep4
BB58.1	NA	NA	NA	1	NA	BB58	BurhamBeeches	7D_rep1
BB58.2	NA	NA	NA	2	NA	BB58	BurhamBeeches	7D_rep2
BB58.3	NA	NA	NA	3	NA	BB58	BurhamBeeches	7D_rep3
BB58.4	NA	NA	NA	4	NA	BB58	BurhamBeeches	7D_rep4
BB60.1	NA	NA	NA	1	NA	BB60	BurhamBeeches	7D_rep1
BB60.2	NA	NA	NA	2	NA	BB60	BurhamBeeches	7D_rep2
BB60.3	NA	NA	NA	3	NA	BB60	BurhamBeeches	7D_rep3
BB60.4	NA	NA	NA	4	NA	BB60	BurhamBeeches	7D_rep4
BB61.1	NA	NA	NA	1	NA	BB61	BurhamBeeches	7D_rep1
BB61.2	NA	NA	NA	2	NA	BB61	BurhamBeeches	7D_rep2
BB61.3	NA	NA	NA	3	NA	BB61	BurhamBeeches	7D_rep3
BB61.4	NA	NA	NA	4	NA	BB61	BurhamBeeches	7D_rep4
BB63.1	NA	NA	NA	1	NA	BB63	BurhamBeeches	7D_rep1
BB63.2	NA	NA	NA	2	NA	BB63	BurhamBeeches	7D_rep2
BB63.3	NA	NA	NA	3	NA	BB63	BurhamBeeches	7D_rep3
BB63.4	NA	NA	NA	4	NA	BB63	BurhamBeeches	7D_rep4
BB66.1	NA	NA	NA	1	NA	BB66	BurhamBeeches	7D_rep1
BB66.2	NA	NA	NA	2	NA	BB66	BurhamBeeches	7D_rep2
BB66.3	NA	NA	NA	3	NA	BB66	BurhamBeeches	7D_rep3
BB66.4	NA	NA	NA	4	NA	BB66	BurhamBeeches	7D_rep4
BB88.1	NA	NA	NA	1	NA	BB88	BurhamBeeches	7D_rep1
BB88.2	NA	NA	NA	2	NA	BB88	BurhamBeeches	7D_rep2
BB88.3	NA	NA	NA	3	NA	BB88	BurhamBeeches	7D_rep3
BB88.4	NA	NA	NA	4	NA	BB88	BurhamBeeches	7D_rep4
BB96.1	NA	NA	NA	1	NA	BB96	BurhamBeeches	7D_rep1
BB96.2	NA	NA	NA	2	NA	BB96	BurhamBeeches	7D_rep2
BB96.3	NA	NA	NA	3	NA	BB96	BurhamBeeches	7D_rep3
BB96.4	NA	NA	NA	4	NA	BB96	BurhamBeeches	7D_rep4
BWd01.1	NA	NA	NA	1	NA	BWd01	BeechWood	7D_rep1
BWd01.2	NA	NA	NA	2	NA	BWd01	BeechWood	7D_rep2
BWd01.3	NA	NA	NA	3	NA	BWd01	BeechWood	7D_rep3
BWd01.4	NA	NA	NA	4	NA	BWd01	BeechWood	7D_rep4
BWd02.1	NA	NA	NA	1	NA	BWd02	BeechWood	7D_rep1
BWd02.2	NA	NA	NA	2	NA	BWd02	BeechWood	7D_rep2
BWd02.3	NA	NA	NA	3	NA	BWd02	BeechWood	7D_rep3
BWd02.4	NA	NA	NA	4	NA	BWd02	BeechWood	7D_rep4
BWd03.1	NA	NA	NA	1	NA	BWd03	BeechWood	7D_rep1
BWd03.2	NA	NA	NA	2	NA	BWd03	BeechWood	7D_rep2
BWd03.3	NA	NA	NA	3	NA	BWd03	BeechWood	7D_rep3
BWd03.4	NA	NA	NA	4	NA	BWd03	BeechWood	7D_rep4
BWd04.1	NA	NA	NA	1	NA	BWd04	BeechWood	7D_rep1
BWd04.2	NA	NA	NA	2	NA	BWd04	BeechWood	7D_rep2
BWd04.3	NA	NA	NA	3	NA	BWd04	BeechWood	7D_rep3
BWd04.4	NA	NA	NA	4	NA	BWd04	BeechWood	7D_rep4
BWd05.1	NA	NA	NA	1	NA	BWd05	BeechWood	7D_rep1
BWd05.2	NA	NA	NA	2	NA	BWd05	BeechWood	7D_rep2
BWd05.3	NA	NA	NA	3	NA	BWd05	BeechWood	7D_rep3
BWd05.4	NA	NA	NA	4	NA	BWd05	BeechWood	7D_rep4
BWd06.1	NA	NA	NA	1	NA	BWd06	BeechWood	7D_rep1
BWd06.2	NA	NA	NA	2	NA	BWd06	BeechWood	7D_rep2
BWd06.3	NA	NA	NA	3	NA	BWd06	BeechWood	7D_rep3
BWd06.4	NA	NA	NA	4	NA	BWd06	BeechWood	7D_rep4
BWd07.1	NA	NA	NA	1	NA	BWd07	BeechWood	7D_rep1
